obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_des,AccCO2_soda,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
50,1743621528,9041,20250402 14:18:48,14:18:48,5,gibson,4237_mai_pink,1743621520,0.000189334,0.189334081,3.45524814,1195.619,505.3660026,45.17670453,106.881203,0.00839473,2.734967965,0.008380442,0.005239058,49.61229313,25.79122536,25.79122536,3.332797453,41.63060663,1.366255362,3.281853118,1.966542091,-8.349632961,-38.28574248,-2.980803838,-0.003886145,0,0,1,0,47478,299.9706875,252.8753627,0.843000244,0.16539047,6,0.5,0: Broadleaf,2,1743621520,1195.619,1200.036875,15.28351875,15.05979375,1188.475,15.20551875,500.00775,89.294025,0.100006844,25.53156875,25.01445625,999.9,0,0,10000.42938,0,216.66325,-4.94434375,1213.64375,1218.386875,0.225650313,1200.036875,15.05979375,1.3649,1.344749375,11.53316875,11.30855,299.9706875,0.899999688,0.100000256,0,2.84644375,0,1545.241875,2669.695,34.156,38.25,36.312,37.187,35,269.975625,30,0,1743621528,0,1743621563,14:19:23,1743621563,1743621546,50,0.522,0.001,7.144,0.078,1200,15,0.39,0.07,-4.951108095,-0.057724675,0.066179295,1,0.226698143,-0.016434,0.00180315,1,2,2,2-Feb,3.12472,2.72317,0.182842,0.183591,0.0731591,0.0724366,22066.8,19987,24136.8,23824.3,38142.3,36555.9,43515.6,42445.3,1.87118,1.84687,0.102535,0,23.3235,999.9,37.364,27.06,15.0304,53.7823,44.4551,1,-0.15983,-0.839867,20.2536,5.23436,11.992,4.9572,3.304,999.9,9999,9999,9999,1.86829,1.86399,1.87164,1.86246,1.86188,1.86832,1.85852,1.86497,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.144,0.078,3.968108365,0.004507312,-2.84E-06,7.75E-10,0.00818338,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.8,2.41089,2.34375,1.49902,2.34375,1.54419,2.21069,31.783,14.8763,18,498.38,431.359,25.9449,25.3619,30.0002,25.2959,25.3213,48.2527,-30,-30,25.9347,1200,0,97.5291,98.9555,NA
51,1743621644,9157,20250402 14:20:44,14:20:44,5,gibson,4237_mai_pink,1743621636,0.000169152,0.169151601,4.098453381,1494.756125,588.8547673,52.63982749,133.6215803,0.007559847,2.734490815,0.007548255,0.0047187,49.61763571,25.76117218,25.76117218,3.326865921,42.02609872,1.376310605,3.274894999,1.950555316,-7.459585599,-39.11705514,-3.045052206,-0.004057236,0,0,1,0,47375,300.0040625,252.9034059,0.842999938,0.165389879,6,0.5,0: Broadleaf,2,1743621636,1494.756125,1499.9775,15.39608125,15.19623125,1487.588125,15.31308125,500.017,89.2935375,0.100028481,25.49583125,25.0002,999.9,0,0,9997.645,0,216.6536875,-4.923469375,1518.43,1523.1225,0.199413688,1499.9775,15.19623125,1.374731875,1.356925,11.6417375,11.44463125,300.0040625,0.900011,0.099988925,0,2.7058375,0,1569.575625,2670.00125,34.125,38.194875,36.292625,37.187,34.937,270.00625,30,0,1743621644,0,1743621685,14:21:25,1743621685,1743621664,51,-0.304,0.003,7.168,0.083,1500,15,1.07,0.19,-4.95651381,0.097439221,0.113470574,1,0.200040048,-0.010461896,0.001213973,1,2,2,2-Feb,3.12458,2.7232,0.209951,0.210532,0.0735498,0.0729168,21335,19328.4,24136.1,23824.6,38126.9,36539.1,43513.8,42445.3,1.87127,1.84805,0.10179,0,23.3313,999.9,37.633,27.07,15.1466,54.3623,44.5633,1,-0.160252,-0.916084,20.2532,5.23421,11.992,4.95735,3.304,999.9,9999,9999,9999,1.8683,1.86395,1.87164,1.86243,1.86188,1.86833,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,7.168,0.083,4.490052111,0.004507312,-2.84E-06,7.75E-10,0.009190245,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.6,2.88208,2.33032,1.49902,2.34375,1.54419,2.20093,31.7611,14.8588,18,498.473,432.078,25.9381,25.3661,30,25.3001,25.3255,57.6594,-30,-30,25.9333,1500,0,97.5255,98.9559,NA
53,1743622883,10396.1,20250402 14:41:23,14:41:23,5,gibson,5178_mai_red,1743622875,0.000206081,0.206080905,1.46586335,398.151875,137.8916593,12.32294233,35.58157628,0.009366478,2.734061778,0.009348688,0.005844526,49.62242423,25.98488343,25.98488343,3.371241352,43.79955345,1.454442026,3.320677749,1.916799327,-9.088167915,-37.60358168,-2.934430956,-0.003756324,2,0,1,0,47684,300.034,252.9285589,0.842999656,0.165389337,6,0.5,0: Broadleaf,2,1743622875,398.151875,400.00925,16.2749625,16.03170625,392.675875,16.1869625,500.0330625,89.26686875,0.099974687,25.72976875,25.00581875,999.9,0,0,9998.07875,0,138.111,-1.821783125,404.7769375,406.5265,0.24751325,400.00925,16.03170625,1.453195,1.431099375,12.4843875,12.25121875,300.034,0.90000975,0.099990137,0,2.8215375,0,1985.19875,2670.26625,34.944875,39.25,37.375,38.312,35.75,270.034375,30,0,1743622883,0,1743622907,14:41:47,1743622907,1743622901,53,-0.04,-0.001,5.476,0.088,400,16,0.31,0.24,-1.807588095,-0.087364675,0.040997004,1,0.247616952,0.003031403,0.001433513,1,2,2,2-Feb,3.12468,2.72345,0.0847507,0.0859253,0.0765946,0.0757895,24680.3,22363.8,24104.7,23811.8,37943.4,36398.8,43460.9,42425.6,1.86378,1.8436,0.102289,0,23.3156,999.9,39.543,27.07,15.9198,53.9615,43.8381,1,-0.137645,-1.15426,20.2518,5.23361,11.992,4.95625,3.304,999.9,9999,9999,9999,1.86829,1.86397,1.87164,1.86247,1.86188,1.86835,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.476,0.088,4.132255031,0.004507312,-2.84E-06,7.75E-10,0.005128061,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,17.9,18.1,1.0022,2.36328,1.49902,2.34375,1.54419,2.29492,31.6298,14.7537,18,495.789,431.19,26.4974,25.587,30.0001,25.5202,25.5433,20.0907,-30,-30,26.5152,400,0,97.4039,98.9072,NA
54,1743622997,10510.1,20250402 14:43:17,14:43:17,5,gibson,5178_mai_red,1743622989,0.000213886,0.21388635,0.948595051,298.7852667,135.1574942,12.07817688,26.70056381,0.009745929,2.732109865,0.009726656,0.006080889,49.61037729,25.98194682,25.98194682,3.370655514,43.92914994,1.458670944,3.320508014,1.911984569,-9.432388049,-37.27117126,-2.91051342,-0.003695443,2,0,1,0,47534,299.9585333,252.8651656,0.843000407,0.165390785,6,0.5,0: Broadleaf,2,1743622989,298.7852667,300.0002,16.32285333,16.07039333,293.9662667,16.23985333,500.028,89.26364,0.100083027,25.72890667,24.99638667,999.9,0,0,9986.829333,0,142.9084,-0.842657467,304.1244667,304.9000667,0.261653133,300.0002,16.07039333,1.457856667,1.434502,12.53318667,12.28734,299.9585333,0.8999888,0.100011127,0,2.825193333,0,1980.676,2669.574667,35.062,39.312,37.4748,38.375,35.812,269.9593333,30,0,1743622997,0,1743623022,14:43:42,1743623022,1743623015,54,-0.376,-0.006,4.819,0.083,300,16,0.79,0.17,-0.844954714,-0.046016494,0.031638775,1,0.261477048,0.000994052,0.000438138,1,2,2,2-Feb,3.12486,2.72296,0.0672515,0.0683815,0.0767771,0.0759196,25150,22792.6,24102.7,23811.5,37931.4,36392.4,43457.5,42425.8,1.86388,1.84315,0.104003,0,23.2941,999.9,39.641,27.07,15.9599,53.9315,43.4936,1,-0.136476,-1.2822,20.2508,5.23511,11.992,4.95625,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86246,1.86188,1.86835,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.819,0.083,4.091825411,0.004507312,-2.84E-06,7.75E-10,0.004204001,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.6,0.800781,2.36572,1.49902,2.34497,1.54419,2.37549,31.608,14.7362,18,496,431.067,26.6097,25.5978,30.0001,25.5393,25.5612,16.085,-30,-30,26.61,300,0,97.3962,98.9071,NA
55,1743623101,10614.1,20250402 14:45:01,14:45:01,5,gibson,5178_mai_red,1743623093,0.000219566,0.219565659,0.477554249,199.361125,117.3399949,10.48591939,17.81561937,0.010011371,2.733652538,0.009991047,0.006246227,49.61385555,25.99170093,25.99170093,3.372601753,43.99497473,1.461848171,3.322761703,1.910753582,-9.682845563,-37.04326517,-2.891391345,-0.003646534,2,0,1,0,47543,299.980375,252.8835086,0.843000175,0.165390338,6,0.5,0: Broadleaf,2,1743623093,199.361125,199.9866875,16.3584375,16.09928125,194.881125,16.2744375,500.024,89.2635875,0.099970075,25.74035,25.0047375,999.9,0,0,9996.01125,0,142.792375,-0.613176563,202.68975,203.258875,0.262349437,199.9866875,16.09928125,1.460498125,1.4370775,12.5607625,12.3146375,299.980375,0.899998,0.100001913,0,2.7836375,0,1977.964375,2669.778125,35.125,39.375,37.562,38.437,35.88275,269.9825,30,0,1743623101,0,1743623122,14:45:22,1743623122,1743623119,55,-0.015,0.001,4.48,0.084,200,16,0.49,0.11,-0.599584095,-0.096280987,0.0433894,1,0.262144524,-0.000861818,0.001496761,1,2,2,2-Feb,3.12482,2.72338,0.0472834,0.0484388,0.0768892,0.0760163,25686.1,23280,24100.5,23811,37922,36386,43454.1,42424.6,1.86378,1.84293,0.103645,0,23.3076,999.9,39.739,27.07,15.9995,54.1815,43.4896,1,-0.136072,-1.19451,20.2517,5.23496,11.992,4.95735,3.304,999.9,9999,9999,9999,1.86829,1.86396,1.87164,1.86245,1.86188,1.86831,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.48,0.084,3.715872101,0.004507312,-2.84E-06,7.75E-10,-0.001358142,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.3,1.4,0.593262,2.39502,1.49902,2.34375,1.54419,2.22534,31.608,14.7187,18,496.025,431.036,26.5404,25.6064,30.0002,25.55,25.574,11.8903,-30,-30,26.5379,200,0,97.3881,98.9046,NA
56,1743623207,10720.1,20250402 14:46:47,14:46:47,5,gibson,5178_mai_red,1743623199,0.000221166,0.221165999,0.064958195,99.89681875,86.32937835,7.714746226,8.927188173,0.010106788,2.734760331,0.010086083,0.006305659,49.61627022,25.98416012,25.98416012,3.371097049,44.09473632,1.464553421,3.321379248,1.906543627,-9.753420538,-36.98130589,-2.885175022,-0.003631227,2,0,1,0,47526,299.9955,252.896214,0.843000025,0.165390048,6,0.5,0: Broadleaf,2,1743623199,99.89681875,100.0012813,16.3886125,16.1275625,95.66581875,16.3046125,499.999375,89.2641375,0.099951219,25.73333125,25.00703125,999.9,0,0,10002.54187,0,139.092,-0.228595188,101.4354375,101.6405625,0.26522325,100.0012813,16.1275625,1.4632875,1.439613125,12.58985625,12.3414375,299.9955,0.900004063,0.099995831,0,2.76695,0,1981.879375,2669.916875,35.2145625,39.437,37.625,38.5,35.9724375,269.9975,30,0,1743623207,0,1743623237,14:47:17,1743623237,1743623229,56,0.124,0,4.231,0.084,100,16,0.45,0.17,-0.23204181,-0.043948675,0.033787392,1,0.265203476,0.005970623,0.001528775,1,2,2,2-Feb,3.12479,2.72342,0.024384,0.0254923,0.0769899,0.07611,26302.1,23841.9,24099.2,23811.5,37913.7,36381.3,43451.6,42425.6,1.86322,1.8424,0.101805,0,23.3274,999.9,39.836,27.08,16.0481,53.9315,43.8582,1,-0.135816,-1.06479,20.2522,5.23466,11.9918,4.9572,3.304,999.9,9999,9999,9999,1.86829,1.86398,1.87164,1.86248,1.86188,1.86834,1.85852,1.86495,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.231,0.084,3.700993226,0.004507312,-2.84E-06,7.75E-10,-0.000864689,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,0.375977,2.41699,1.4978,2.34375,1.54419,2.26196,31.608,14.7012,18,495.801,430.814,26.3247,25.6129,30.0001,25.5627,25.5848,7.54058,-30,-30,26.3291,100,0,97.3826,98.9068,NA
57,1743623318,10831.1,20250402 14:48:38,14:48:38,5,gibson,5178_mai_red,1743623310,0.0002256,0.225599788,-0.153346053,50.17511875,71.82289895,6.418302008,4.48379375,0.010335335,2.734007081,0.010313678,0.006447991,49.61882185,25.97208038,25.97208038,3.36868786,44.19293661,1.466863957,3.319227164,1.901823903,-9.948950639,-36.80183632,-2.871632677,-0.003597777,2,0,1,0,47231,300.0115625,252.9097003,0.842999844,0.165389698,6,0.5,0: Broadleaf,2,1743623310,50.17511875,50.0046875,16.4146875,16.1484125,45.97511875,16.3326875,500.0018125,89.262925,0.099967638,25.7224,24.9993,999.9,0,0,9998.195,0,115.8799375,-0.003380067,50.83610625,50.82544375,0.273189688,50.0046875,16.1484125,1.465838125,1.44145375,12.6164125,12.3608625,300.0115625,0.900015063,0.099984819,0,2.70220625,0,1987.955,2670.07,35.2965,39.5,37.687,38.562,36.042625,270.015625,30,0,1743623318,0,1743623343,14:49:03,1743623343,1743623336,57,0.174,-0.003,4.2,0.082,50,16,0.49,0.08,-0.001006519,-0.082859448,0.028185977,1,0.27329425,0.002965489,0.001142328,1,2,2,2-Feb,3.1249,2.72339,0.0118852,0.0129579,0.0770889,0.0761722,26636.4,24147.6,24096.8,23810.6,37905.1,36376.5,43447.6,42424,1.86332,1.84215,0.101216,0,23.3386,999.9,39.885,27.08,16.0684,54.1715,43.4335,1,-0.134594,-1.14937,20.2516,5.23421,11.992,4.9571,3.304,999.9,9999,9999,9999,1.8683,1.86398,1.87164,1.86246,1.86188,1.86833,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,4.2,0.082,3.824890128,0.004507312,-2.84E-06,7.75E-10,-0.000592412,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,0.266113,2.40967,1.4978,2.34497,1.54419,2.3877,31.5643,14.6924,18,495.963,430.784,26.3916,25.6258,30.0001,25.5757,25.5996,5.35765,-30,-30,26.3857,50,0,97.3734,98.903,NA
58,1743623428,10941.1,20250402 14:50:28,14:50:28,5,gibson,5178_mai_red,1743623420,0.000232708,0.232708424,1.660683803,397.8955625,139.1099208,12.43124611,35.55704462,0.010673642,2.734444149,0.01065055,0.006658664,49.61968392,25.99187205,25.99187205,3.372635905,44.32193361,1.473048432,3.323520235,1.899587473,-10.2624415,-36.51165388,-2.849129174,-0.003540633,2,0,1,0,47420,300.0175625,252.9146908,0.842999619,0.165389264,6,0.5,0: Broadleaf,2,1743623420,397.8955625,399.999375,16.48391875,16.2092875,392.2355625,16.39191875,500.028625,89.26274375,0.10001365,25.7442,25.01555,999.9,0,0,10000.81625,0,144.6809375,-2.386701875,404.2748125,406.5899375,0.269750813,399.999375,16.2092875,1.470964375,1.446885625,12.6696375,12.418125,300.0175625,0.900021313,0.099978544,0,2.767125,0,1963.70375,2670.13,35.375,39.562,37.75,38.625,36.117125,270.02125,29.998125,0,1743623428,0,1743623450,14:50:50,1743623450,1743623447,58,0.277,0.009,5.66,0.092,400,16,0.5,0.16,-2.3667405,-0.047381504,0.070284421,1,0.26977185,0.003370872,0.000834472,1,2,2,2-Feb,3.1249,2.72313,0.0846521,0.0859006,0.0772893,0.0763808,24672.8,22362.7,24094.9,23810.2,37900.4,36373.5,43444.6,42423.4,1.86338,1.84293,0.102371,0,23.3452,999.9,39.934,27.1,16.1066,53.6715,43.7981,1,-0.133971,-1.05055,20.2527,5.23331,11.9918,4.9569,3.304,999.9,9999,9999,9999,1.8683,1.86394,1.87164,1.86243,1.86188,1.86833,1.8585,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.66,0.092,3.999173283,0.004507312,-2.84E-06,7.75E-10,-0.003344085,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.5,1.0022,2.38647,1.49902,2.34375,1.54419,2.2229,31.5643,14.6661,18,496.082,431.32,26.3433,25.6344,30,25.5869,25.6104,20.0952,-30,-30,26.3242,400,0,97.3663,98.9016,NA
59,1743623513,11026.1,20250402 14:51:53,14:51:53,5,gibson,5178_mai_red,1743623505,0.000232138,0.232137631,1.618301743,397.958375,145.6310904,13.01407683,35.56287914,0.010681498,2.733228887,0.010658361,0.00666355,49.6135066,25.96770443,25.96770443,3.367815492,44.42151852,1.474224354,3.3187167,1.893591138,-10.23726952,-36.52874811,-2.851035498,-0.003546524,2,0,1,0,47400,299.980125,252.8831385,0.842999644,0.165389312,6,0.5,0: Broadleaf,2,1743623505,397.958375,400.0111875,16.496975,16.22300625,392.322375,16.403975,500.0016875,89.26334375,0.09997005,25.71980625,25.00265,999.9,0,0,9993.518125,0,142.894,-2.034169375,404.6538125,406.6075625,0.277259125,400.0111875,16.22300625,1.472868125,1.448119375,12.689375,12.43110625,299.980125,0.900010125,0.09998975,0,2.6295,0,1967.461875,2669.7875,35.437,39.625,37.812,38.7066875,36.183125,269.985,29.994375,0,1743623513,0,1743623543,14:52:23,1743623543,1743623533,59,-0.024,0.001,5.636,0.093,400,16,0.14,0.14,-2.026859524,-0.015638961,0.042995362,1,0.276960714,0.006798,0.001331661,1,2,2,2-Feb,3.12481,2.72342,0.0846701,0.0858969,0.0773341,0.0764319,24671.9,22364.1,24094.5,23811.6,37897.7,36373.6,43443.6,42425.8,1.8631,1.84293,0.0998192,0,23.3613,999.9,39.989,27.08,16.1101,54.3215,43.3534,1,-0.134644,-0.946125,20.2532,5.23451,11.9915,4.95735,3.304,999.9,9999,9999,9999,1.86829,1.86397,1.87164,1.86245,1.86188,1.86833,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.636,0.093,4.276257135,0.004507312,-2.84E-06,7.75E-10,0.005609459,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.1,1.1,1.00098,2.36938,1.4978,2.34375,1.54419,2.36816,31.5643,14.6574,18,495.904,431.32,26.0498,25.6309,30.0001,25.585,25.6104,20.0905,-30,-30,26.0514,400,0,97.3642,98.9072,NA
60,1743623623,11136.1,20250402 14:53:43,14:53:43,5,gibson,5178_mai_red,1743623615,0.000236686,0.236685976,2.586343683,596.7352667,203.0876812,18.14916143,53.32792525,0.010917732,2.735252683,0.01089358,0.006810653,49.61671594,25.95967414,25.95967414,3.366215121,44.52756701,1.477163849,3.317414241,1.889051272,-10.43785155,-36.34776781,-2.834602687,-0.003506108,2,0,1,0,47358,300.0016667,252.901115,0.842999033,0.165388134,6,0.5,0: Broadleaf,2,1743623615,596.7352667,600.0082667,16.52934667,16.25002667,590.7642667,16.43634667,500.0151333,89.26614667,0.099989753,25.71318667,24.99546667,999.9,0,0,10005.24733,0,144.0138,-3.159691333,606.8827333,609.9194667,0.284203133,600.0082667,16.25002667,1.475947333,1.450576667,12.72124,12.45694667,300.0016667,0.900019733,0.099980127,0,2.649153333,0,1995.382667,2669.986,35.5,39.687,37.875,38.812,36.25,270.0066667,29.99,0,1743623623,0,1743623658,14:54:18,1743623658,1743623641,60,-0.12,-0.001,5.971,0.093,600,16,0.5,0.15,-3.158894762,0.053521558,0.048323457,1,0.283351333,0.008862701,0.001393058,1,2,2,2-Feb,3.12477,2.7232,0.11467,0.115812,0.0774419,0.0765241,23864,21633.4,24094.9,23812.5,37896.1,36373.9,43443.9,42427.7,1.86375,1.84385,0.0990182,0,23.3664,999.9,40.013,27.1,16.1386,54.0315,43.6859,1,-0.136387,-1.0357,20.2529,5.23361,11.9914,4.956,3.304,999.9,9999,9999,9999,1.86829,1.86401,1.87164,1.86243,1.86188,1.86832,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.971,0.093,4.252062396,0.004507312,-2.84E-06,7.75E-10,0.00666336,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.3,1.5,1.38062,2.33887,1.4978,2.34497,1.54419,2.39868,31.5424,14.6486,18,496.197,431.777,26.1834,25.615,30.0001,25.5734,25.5996,27.6767,-30,-30,26.181,600,0,97.3653,98.9114,NA
61,1743623745,11258.1,20250402 14:55:45,14:55:45,5,gibson,5178_mai_red,1743623737,0.00023526,0.235260342,3.429167146,795.6678125,270.853254,24.20470875,71.10458295,0.010857426,2.734690105,0.010833535,0.006773101,49.62332753,25.96477715,25.96477715,3.367232033,44.57725779,1.479217459,3.318323136,1.888014574,-10.37498106,-36.41156569,-2.840300769,-0.003519987,2,0,1,0,47324,300.042875,252.935748,0.842998681,0.165387455,6,0.5,0: Broadleaf,2,1743623737,795.6678125,800.0073125,16.5526,16.27496875,789.4198125,16.4556,500.0146875,89.26466875,0.099990506,25.71780625,25.00449375,999.9,0,0,10002.06438,0,144.056625,-4.284270625,809.1164375,813.242875,0.278150062,800.0073125,16.27496875,1.477608125,1.45277875,12.73840625,12.480025,300.042875,0.90003325,0.099966581,0,2.7268125,0,2044.85,2670.365625,35.5738125,39.75,37.95275,38.875,36.312,270.0475,29.990625,0,1743623745,0,1743623777,14:56:17,1743623777,1743623763,61,-0.062,0.005,6.248,0.097,800,16,0.93,0.18,-4.282104286,-0.026788831,0.035604254,1,0.278529048,-0.00448761,0.000857542,1,2,2,2-Feb,3.12492,2.72313,0.140087,0.141128,0.0775137,0.0766146,23179.7,21015.2,24095.3,23813.4,37895.6,36374.1,43444.2,42429.8,1.86443,1.84477,0.0992417,0,23.3785,999.9,40.038,27.11,16.1578,54.2515,43.3333,1,-0.138239,-0.998603,20.2528,5.23496,11.9918,4.95755,3.304,999.9,9999,9999,9999,1.86829,1.86391,1.87164,1.86244,1.86188,1.86836,1.85852,1.86493,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.248,0.097,4.132354923,0.004507312,-2.84E-06,7.75E-10,0.005982287,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.4,1.7,1.73828,2.32666,1.4978,2.34497,1.54419,2.39868,31.5424,14.6311,18,496.478,432.2,26.1342,25.5934,30,25.5585,25.5847,34.8387,-30,-30,26.1309,800,0,97.3663,98.9159,NA
62,1743623869,11382.1,20250402 14:57:49,14:57:49,5,gibson,5178_mai_red,1743623861,0.000231821,0.231820921,4.232344739,994.6737333,338.4110571,30.24392,88.89435549,0.010715314,2.734964234,0.010692046,0.006684615,49.61706988,25.95278523,25.95278523,3.36484275,44.6248757,1.479666421,3.315788331,1.885176329,-10.22330264,-36.54708236,-2.850230119,-0.003545228,2,0,1,0,47320,300.0036667,252.902813,0.842999073,0.165388212,6,0.5,0: Broadleaf,2,1743623861,994.6737333,1000.029133,16.55656667,16.28299333,988.2667333,16.45756667,500.0109333,89.27043333,0.09993256,25.70492,24.99699333,999.9,0,0,10003.05,0,144.0483333,-5.260664667,1011.518,1016.580667,0.276673067,1000.029133,16.28299333,1.47829,1.453592,12.74544667,12.48852667,300.0036667,0.900020333,0.09997952,0,2.75522,0,2109.876,2670.005333,35.625,39.812,38.01653333,38.937,36.375,270.0086667,29.99066667,0,1743623869,0,1743623909,14:58:29,1743623909,1743623888,62,-0.1,0.002,6.407,0.099,1000,16,0.53,0.27,-5.257993,0.126780451,0.037920426,0,0.27716575,-0.009403534,0.001294719,1,1,2,2-Jan,3.12481,2.72336,0.162461,0.16341,0.0775238,0.076641,22576.7,20470.8,24095,23813.8,37896.6,36375.6,43443.6,42430.8,1.86432,1.84617,0.0983775,0,23.3888,999.9,40.062,27.1,16.1595,54.6615,43.7821,1,-0.13922,-1.0059,20.2528,5.23511,11.9918,4.9568,3.304,999.9,9999,9999,9999,1.86829,1.86395,1.87164,1.86239,1.86188,1.8683,1.85852,1.86494,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.407,0.099,4.070383313,0.004507312,-2.84E-06,7.75E-10,0.010534151,-0.005433597,0.000660104,4.95E-07,1,2226,1,22,1.5,1.8,2.0813,2.32666,1.4978,2.34497,1.54419,2.33276,31.5206,14.6136,18,496.334,432.919,26.0956,25.5805,30.0001,25.5478,25.5719,41.6759,-30,-30,26.0967,1000,0,97.3649,98.918,NA
