obs,time,elapsed,date,hhmmss,averaging,machine,id,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,CO2_hrs,AccH2O_des,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,NA
50,1743622419,10771.9,20250402 14:33:39,14:33:39,5,ozzie,2265_mai_white,1743622411,0.000225952,0.225951987,5.207171341,1193.439,293.9712032,26.27433291,106.6662763,0.009577514,2.735036917,0.00955892,0.005975993,49.61384438,25.67341146,25.67341146,3.309597528,38.35761599,1.250814126,3.260927703,2.058783401,-9.964482621,-36.79177435,-2.861173339,-0.003585926,0,0,1,0,47394,299.9802667,252.8834208,0.843000187,0.16539036,6,0.5,0: Broadleaf,2,1743622411,1193.439,1200.011333,13.99477333,13.72742,1198.174,14.02077333,499.9896667,89.27723333,0.100000313,25.42389333,24.99215333,999.9,0,0,10002.72067,0,174.8722,-6.660018,1210.304667,1216.715333,0.278786133,1200.011333,13.72742,1.250434667,1.225547333,10.21597333,9.915545333,299.9802667,0.899997933,0.100002187,0,2.28132,0,2965.757333,2548.505333,35.74566667,39.21226667,37.40806667,37.82053333,36.14566667,269.9813333,30,0,1743622419,0,1743622448,14:34:08,1743622448,1743622437,50,0.089,-0.003,-4.735,-0.026,1200,14,0.5,0.1,-6.664928095,0.094651948,0.059673625,1,0.279384333,-0.015787091,0.001728518,1,2,2,2-Feb,3.13153,2.77804,0.184091,0.184227,0.0693056,0.0684988,30955.4,33162,34318.5,36834.4,45139.6,49261.3,53523.6,58831.8,1.99013,2.3649,0.0909716,0,23.5028,999.9,35.6,28.379,15.4711,54.6611,36.5825,2,-0.156402,-0.831089,20.1642,5.19947,12.0041,4.97575,3.29393,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86962,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.735,-0.026,-2.692210596,-0.003392961,1.56E-06,-1.77E-10,-0.091211176,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.6,2.94678,2.59033,2.19849,2.63916,2.44507,2.27905,31.4115,14.5873,18,502.139,783.808,25.2881,25.3469,30.0001,25.3494,25.2861,58.9682,-30,-30,25.2908,1200,0,97.3039,95.344,NA
51,1743622540,10892.9,20250402 14:35:40,14:35:40,5,ozzie,2265_mai_white,1743622532,0.000210811,0.210811475,5.855460535,1492.590333,404.0883305,36.11487935,133.3983581,0.00891466,2.735944051,0.008898554,0.005563041,49.62096271,25.69587004,25.69587004,3.314009159,38.31456414,1.250769195,3.26447455,2.063239964,-9.296786063,-37.41835269,-2.909531093,-0.003707135,0,0,1,0,47295,300.0248,252.9208344,0.84299976,0.165389537,6,0.5,0: Broadleaf,2,1743622532,1492.590333,1499.994667,13.99482,13.74538,1497.245333,14.02082,499.9868667,89.27379333,0.099931747,25.44218667,25.00126667,999.9,0,0,10008.506,0,174.2534,-7.527799333,1513.662,1520.9,0.257653933,1499.994667,13.74538,1.250104,1.227101333,10.21198667,9.934475333,300.0248,0.900002867,0.09999736,0,2.324,0,3001.990667,2548.886667,36.30373333,40.4164,38.0956,39.47473333,36.7872,270.024,30,0,1743622539,0,1743622563,14:36:03,1743622563,1743622558,51,0.121,-0.001,-4.655,-0.026,1500,14,0.41,0.09,-7.532965,0.116155489,0.052191017,0,0.2580647,-0.009342226,0.001047026,1,1,2,2-Jan,3.13159,2.77805,0.211217,0.211359,0.0693042,0.0685623,29928.7,32062.3,34319.5,36836.1,45143.8,49263.2,53525,58834.2,1.99015,2.36565,0.0923872,0,23.485,999.9,35.624,28.379,15.4811,54.3212,36.5505,2,-0.15689,-0.732407,20.1646,5.19797,12.004,4.9756,3.29393,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86958,1.86569,1.86674,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.655,-0.026,-2.60250543,-0.003392961,1.56E-06,-1.77E-10,-0.094453676,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.7,3.50952,2.57568,2.19849,2.6416,2.44629,2.28882,31.4115,14.5786,18,502.156,784.474,25.2221,25.3448,30.0002,25.3494,25.2844,70.232,-30,-30,25.2427,1500,0,97.3066,95.3481,NA
53,1743624049,12402,20250402 15:00:49,15:00:49,5,ozzie,1264_mai_red,1743624041,0.000184314,0.184314088,1.177892859,398.4782,151.3353423,13.52264746,35.6062248,0.007964714,2.734921837,0.00795185,0.00497106,49.61945539,25.40064635,25.40064635,3.256425265,38.59239483,1.237354665,3.206213738,2.019070601,-8.128251264,-38.50868385,-2.986441636,-0.003921364,0,0,1,0,47383,300.0176,252.9146008,0.842999213,0.165388482,6,0.5,0: Broadleaf,2,1743624041,398.4782,399.9798,13.84754667,13.62943333,402.5052,13.87554667,500.0018667,89.25554667,0.099968393,25.13947333,24.98989333,999.9,0,0,10004.466,0,180.1341333,-1.535356667,404.0416667,405.5066,0.223773133,399.9798,13.62943333,1.236476667,1.216503333,10.04814,9.805064,300.0176,0.900026267,0.099973513,0,2.167553333,0,1717.801333,2548.842667,36.125,40.154,37.90393333,39.1914,36.6082,270.0246667,29.994,0,1743624048,0,1743624067,15:01:07,1743624067,1743624067,53,0.037,0.001,-4.027,-0.028,400,14,0.33,0.11,-1.546961429,0.107291688,0.028080115,0,0.223421571,0.00681561,0.000847692,1,1,2,2-Jan,3.13149,2.77798,0.0863466,0.0860757,0.0687371,0.0681054,34657.6,37147.5,34315.2,36833.2,45153,49269.9,53518.7,58831,1.98943,2.3633,0.10512,0,23.2686,999.9,35.527,28.399,15.461,54.294,36.6426,2,-0.157139,-0.690332,20.1651,5.19827,12.004,4.9755,3.2938,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86961,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.027,-0.028,-2.936119147,-0.003392961,1.56E-06,-1.77E-10,-0.094785564,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,22.8,22.9,1.22681,2.58911,2.19849,2.64038,2.44507,2.30347,31.368,14.3509,18,501.549,782.12,24.8963,25.332,30.0001,25.3346,25.2718,24.5755,-30,-30,24.8963,400,0,97.295,95.3419,NA
54,1743624157,12510,20250402 15:02:37,15:02:37,5,ozzie,1264_mai_red,1743624149,0.000186867,0.186866902,0.796807644,298.974,132.1739207,11.80971046,26.71326051,0.008040883,2.7335188,0.008027766,0.00501853,49.61706384,25.42878797,25.42878797,3.261876381,38.43318223,1.234361226,3.211707057,2.027515155,-8.240830376,-38.39976194,-2.980375491,-0.003903963,0,0,1,0,47648,300.0034667,252.9026584,0.84299912,0.165388302,6,0.5,0: Broadleaf,2,1743624149,298.974,299.9972,13.81493333,13.59379333,302.804,13.84193333,500.0054667,89.24982667,0.09995128,25.16822,25.00859333,999.9,0,0,9996.756667,0,181.531,-0.981917733,303.2052667,304.1313333,0.225483667,299.9972,13.59379333,1.233368,1.213242,10.01051333,9.765048,300.0034667,0.900039133,0.099960607,0,2.202726667,0,1722.902,2548.733333,36.5788,40.833,38.4122,40.24153333,37.0956,270.016,29.992,0,1743624156,0,1743624175,15:02:55,1743624175,1743624175,54,-0.039,0.002,-3.83,-0.027,300,14,0.31,0.17,-0.98113725,-0.024522451,0.03650706,1,0.2256293,-0.005701444,0.000876179,1,2,2,2-Feb,3.1315,2.77808,0.068865,0.0684949,0.068604,0.0679683,35320.3,37862.4,34314.9,36833.6,45157.2,49275.6,53518.2,58831.6,1.9895,2.3629,0.106119,0,23.2666,999.9,35.502,28.409,15.4586,54.174,36.6386,2,-0.157497,-0.562718,20.1655,5.19902,12.0041,4.9755,3.2939,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86961,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.83,-0.027,-2.899517592,-0.003392961,1.56E-06,-1.77E-10,-0.094165035,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,0.977783,2.59766,2.19849,2.63916,2.44629,2.30225,31.3898,14.3334,18,501.617,781.783,24.7899,25.3331,30.0001,25.3367,25.2738,19.5906,-30,-30,24.7795,300,0,97.294,95.343,NA
55,1743624260,12613,20250402 15:04:20,15:04:20,5,ozzie,1264_mai_red,1743624252,0.000187435,0.187435094,0.369376573,199.495625,119.961193,10.71852129,17.8249153,0.008044297,2.733966598,0.008031171,0.005020659,49.61571137,25.43742915,25.43742915,3.263551803,38.29924591,1.230707836,3.213399655,2.032843967,-8.265887628,-38.37545846,-2.978263259,-0.003897975,0,0,1,0,47559,299.9956875,252.8960664,0.842999006,0.165388082,6,0.5,0: Broadleaf,2,1743624252,199.495625,199.98375,13.774025,13.5522,203.015625,13.801025,499.9978125,89.24990625,0.09999955,25.17706875,25.0003375,999.9,0,0,9999.4125,0,181.6515,-0.532334438,202.2381875,202.7313125,0.226872813,199.98375,13.5522,1.229781875,1.2095325,9.9670325,9.719394375,299.9956875,0.900024063,0.099975744,0,2.197,0,1728.7125,2548.656875,36.9803125,41.25,38.8159375,40.898125,37.5,270.00375,29.989375,0,1743624259,0,1743624281,15:04:41,1743624281,1743624278,55,0.045,0.001,-3.52,-0.027,200,14,0.38,0.12,-0.522152952,-0.070180286,0.042103158,1,0.226050667,0.01820213,0.002068419,1,2,2,2-Feb,3.13149,2.77793,0.0490125,0.0485171,0.0684484,0.0678066,36074.1,38675.2,34315.4,36834.2,45162.7,49282.2,53518.2,58832,1.9894,2.36255,0.105433,0,23.2744,999.9,35.454,28.429,15.4551,54.074,36.6667,2,-0.157642,-0.591974,20.1654,5.19857,12.004,4.97565,3.29385,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86962,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.52,-0.027,-2.938225143,-0.003392961,1.56E-06,-1.77E-10,-0.092277386,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.4,0.715332,2.60376,2.19849,2.63916,2.44507,2.32544,31.3898,14.3072,18,501.553,781.449,24.7047,25.332,30,25.3367,25.273,14.3576,-30,-30,24.7007,200,0,97.2946,95.3439,NA
56,1743624373,12726,20250402 15:06:13,15:06:13,5,ozzie,1264_mai_red,1743624365,0.000187797,0.187796865,0.038563944,99.92653333,88.70207771,7.925096656,8.927946848,0.00803311,2.73284745,0.008020015,0.005013684,49.62108578,25.45272316,25.45272316,3.266518973,38.1498645,1.227022223,3.216321314,2.03949675,-8.281841736,-38.36408566,-2.979057637,-0.003899256,0,0,1,0,47482,300.0220667,252.9188282,0.843000753,0.165391454,6,0.5,0: Broadleaf,2,1743624365,99.92653333,99.99532667,13.73351333,13.51126,103.2355333,13.76251333,500.0179333,89.24506667,0.100040687,25.19233333,25.00882,999.9,0,0,9993.295333,0,181.6935333,0.013493345,101.4020667,101.365,0.2296138,99.99532667,13.51126,1.226306667,1.205814,9.924789333,9.673524,300.0220667,0.899976667,0.100023287,0,2.242486667,0,1743.207333,2548.842667,37.37913333,41.6124,39.2332,41.354,37.8708,270.0146667,30.01,0,1743624372,0,1743624391,15:06:31,1743624388,1743624391,56,-0.082,-0.001,-3.309,-0.029,100,14,0.22,0.1,0.02965218,-0.293248098,0.036520117,0,0.229346571,0.00143213,0.000681237,1,1,2,2-Jan,3.13153,2.77788,0.0262637,0.0255768,0.0682962,0.0676519,36937.8,39608.1,34315.8,36834.2,45168.3,49288,53518.9,58832.2,1.98945,2.36188,0.104785,0,23.2784,999.9,35.374,28.409,15.4033,54.534,36.7548,2,-0.158255,-0.431223,20.1659,5.19947,12.0041,4.9756,3.29383,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86963,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.309,-0.029,-2.892978145,-0.003392961,1.56E-06,-1.77E-10,-0.090851205,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,0.443115,2.61841,2.19849,2.63916,2.44507,2.31079,31.3898,14.2984,18,501.556,780.794,24.5621,25.3278,30,25.3335,25.2707,8.89702,-30,-30,24.5586,100,0,97.2957,95.3441,NA
57,1743624478,12831,20250402 15:07:58,15:07:58,5,ozzie,1264_mai_red,1743624470,0.000187765,0.187764673,-0.183893555,50.20035,84.42870103,7.543115538,4.48505112,0.008016426,2.733383799,0.008003388,0.005003287,49.61372543,25.45872885,25.45872885,3.267684772,38.05242714,1.224332244,3.217487913,2.043352528,-8.280422062,-38.35894508,-2.978255132,-0.003896839,0,0,1,0,47500,299.976,252.880128,0.8430012,0.165392316,6,0.5,0: Broadleaf,2,1743624470,50.20035,49.9909875,13.703725,13.48149375,53.31035,13.733725,499.997,89.24304375,0.099981144,25.198425,25.00550625,999.9,0,0,9996.713125,0,181.1115,0.168116,50.85636875,50.6741375,0.229132375,49.9909875,13.48149375,1.22357875,1.20313,9.89156625,9.64033875,299.976,0.8999695,0.100030488,0,2.26189375,0,1758.22,2548.446875,37.7224375,41.875,39.562,41.7145625,38.187,269.97,30.01,0,1743624477,0,1743624496,15:08:16,1743624496,1743624496,57,0.041,-0.001,-3.11,-0.03,50,13,0.26,0.08,0.168683476,-0.035074831,0.029427099,1,0.229276333,-0.003270545,0.000995355,1,2,2,2-Feb,3.13145,2.77788,0.0137993,0.0130171,0.068188,0.0675377,37412.5,40120.6,34317.2,36835.7,45174.5,49294.9,53521.4,58835,1.9891,2.3622,0.105068,0,23.2686,999.9,35.325,28.429,15.4014,54.564,36.7027,2,-0.15889,-0.405163,20.166,5.20097,12.004,4.97565,3.29388,9999,999.9,9999,9999,1.86295,1.86783,1.86754,1.86875,1.86964,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.11,-0.03,-2.974770131,-0.003392961,1.56E-06,-1.77E-10,-0.091493419,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.4,0.303955,2.6355,2.19849,2.63916,2.44507,2.26929,31.4115,14.2809,18,501.306,781.077,24.489,25.3256,30.0002,25.331,25.2697,6.12807,-30,-30,24.4851,50,0,97.3001,95.3485,NA
58,1743624588,12941,20250402 15:09:48,15:09:48,5,ozzie,1264_mai_red,1743624580,0.000188856,0.188856287,1.31391819,398.348,127.7139507,11.4106345,35.59050056,0.008072954,2.731538849,0.008059722,0.005038513,49.61425799,25.4602067,25.4602067,3.267971701,38.1344247,1.227088473,3.21779726,2.040883228,-8.328562278,-38.31285631,-2.976732181,-0.003892775,0,0,1,0,47438,299.9792667,252.8828778,0.843001187,0.16539229,6,0.5,0: Broadleaf,2,1743624580,398.348,400.0148667,13.73423333,13.51073333,402.335,13.76423333,500.0335333,89.24516,0.10008726,25.20004,24.99258,999.9,0,0,9985.501333,0,181.7305333,-1.737992667,403.8260667,405.4936,0.2304154,400.0148667,13.51073333,1.226331333,1.205767333,9.925107333,9.672960667,299.9792667,0.899968733,0.100031207,0,2.250913333,0,1700.258667,2548.472,37.20806667,40.23726667,38.72893333,39.5914,37.4206,269.9713333,30.01,0,1743624588,0,1743624609,15:10:09,1743624609,1743624606,58,0.075,-0.001,-3.987,-0.03,400,14,0.44,0.17,-1.758004762,0.295775065,0.032759993,0,0.230464238,-0.001063792,0.000625178,1,1,2,2-Jan,3.13162,2.77782,0.0863122,0.0860676,0.068304,0.0676528,34659.3,37148.2,34315.6,36833.5,45174.8,49295.3,53519.1,58832.3,1.98972,2.36278,0.105046,0,23.2627,999.9,35.301,28.439,15.3989,54.454,36.5425,2,-0.158354,-0.465379,20.1638,5.19917,12.004,4.97575,3.294,9999,999.9,9999,9999,1.86295,1.86783,1.86754,1.86874,1.8696,1.86568,1.86676,1.86815,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.987,-0.03,-2.93402609,-0.003392961,1.56E-06,-1.77E-10,-0.09234644,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.5,1.22681,2.61108,2.19849,2.64038,2.44629,2.32422,31.4115,14.2546,18,501.684,781.543,24.4975,25.3214,30,25.3283,25.2655,24.5773,-30,-30,24.504,400,0,97.2958,95.3436,NA
59,1743624672,13024.9,20250402 15:11:12,15:11:12,5,ozzie,1264_mai_red,1743624664,0.000189865,0.189865334,1.268117968,398.3898125,139.2021761,12.43675415,35.59338147,0.008154862,2.733956131,0.008141372,0.005089568,49.61733948,25.40872077,25.40872077,3.25798849,38.23857473,1.226707587,3.2080369,2.031280903,-8.37306124,-38.27827147,-2.969884317,-0.003877551,0,0,1,0,47496,300.0044375,252.9035364,0.842999319,0.165388685,6,0.5,0: Broadleaf,2,1743624664,398.3898125,400.00225,13.7303,13.5056,402.3688125,13.7613,500.0225,89.243075,0.100026544,25.14901875,24.96989375,999.9,0,0,10000.11563,0,181.7421875,-1.6164225,403.9348125,405.4785,0.231578438,400.00225,13.5056,1.225948125,1.205281875,9.92044625,9.6669525,300.0044375,0.900025875,0.099973687,0,2.19019375,0,1690.404375,2548.730625,35.7888125,38.2888125,37.156,37.07,35.988,270.011875,29.99375,0,1743624672,0,1743624695,15:11:35,1743624695,1743624690,59,0.007,0,-3.979,-0.031,400,14,0.31,0.14,-1.614557,-0.050076992,0.026548476,1,0.23165555,0.001379233,0.000473988,1,2,2,2-Feb,3.13146,2.7779,0.0863128,0.0860632,0.0682986,0.0676334,34658.8,37148.1,34315.2,36833.2,45174.7,49295.8,53518.7,58831.7,1.9896,2.3629,0.104696,0,23.2509,999.9,35.277,28.439,15.3872,54.034,36.6226,2,-0.158117,-0.656304,20.1635,5.19917,12.004,4.9756,3.29378,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86962,1.86566,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-3.979,-0.031,-2.858705486,-0.003392961,1.56E-06,-1.77E-10,-0.093294697,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1,1.1,1.22681,2.61108,2.19849,2.64038,2.44507,2.30957,31.4333,14.2546,18,501.584,781.628,24.7042,25.3192,30.0002,25.3261,25.2634,24.572,-30,-30,24.7269,400,0,97.2948,95.3427,NA
60,1743624787,13139.9,20250402 15:13:07,15:13:07,5,ozzie,1264_mai_red,1743624779,0.000190187,0.190187394,2.051997398,597.3971333,181.4591787,16.21106166,53.36980931,0.008190033,2.733994646,0.008176427,0.005111488,49.61156023,25.38548382,25.38548382,3.253491536,38.3185712,1.227582974,3.20362408,2.025908562,-8.387264083,-38.26040492,-2.967764451,-0.003873222,0,0,1,0,47446,299.9694667,252.8740584,0.842999327,0.1653887,6,0.5,0: Broadleaf,2,1743624779,597.3971333,599.996,13.741,13.5159,601.8281333,13.768,499.9752,89.23724667,0.099990373,25.12590667,24.97546667,999.9,0,0,10000.998,0,181.3072,-2.534737333,605.7873333,608.2165333,0.228078133,599.996,13.5159,1.226474,1.20612,9.926839333,9.677318,299.9694667,0.9000174,0.0999824,0,2.240433333,0,1701.122,2548.427333,35.90806667,39.66226667,37.62473333,38.4956,36.3456,269.9773333,29.99,0,1743624786,0,1743624812,15:13:32,1743624812,1743624805,60,-0.059,0.003,-4.431,-0.027,600,14,0.48,0.11,-2.5452605,0.072479549,0.025425027,1,0.2280703,-0.001184211,0.000500891,1,2,2,2-Feb,3.13156,2.77803,0.116239,0.116085,0.0683222,0.0676717,33524.4,35928.7,34315.6,36833.7,45176.7,49297.9,53518.6,58832.3,1.98985,2.3632,0.1041,0,23.2647,999.9,35.252,28.439,15.3795,54.264,36.6587,2,-0.158341,-0.681002,20.1651,5.19767,12.004,4.9755,3.29393,9999,999.9,9999,9999,1.86295,1.86783,1.86753,1.86874,1.8696,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.431,-0.027,-2.851410431,-0.003392961,1.56E-06,-1.77E-10,-0.093400563,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,1.69434,2.6062,2.19849,2.63916,2.44629,2.27905,31.4333,14.2371,18,501.706,781.841,24.7695,25.315,30.0001,25.3219,25.2592,33.9244,-30,-30,24.7869,600,0,97.2952,95.3438,NA
61,1743624897,13249.9,20250402 15:14:57,15:14:57,5,ozzie,1264_mai_red,1743624889,0.000186732,0.18673152,2.736288648,796.5543125,230.702161,20.6106106,71.16305582,0.008019486,2.733084603,0.008006436,0.005005193,49.61692805,25.41428338,25.41428338,3.259065804,38.26125122,1.227772713,3.2089194,2.031293091,-8.234860048,-38.40514324,-2.980830675,-0.003905917,0,0,1,0,47604,300.0025625,252.9019033,0.842999144,0.165388347,6,0.5,0: Broadleaf,2,1743624889,796.5543125,800.016375,13.7429125,13.5219125,801.0943125,13.7719125,499.99625,89.23859375,0.1000172,25.1536375,25.00255625,999.9,0,0,9995.43125,0,179.6670625,-3.640500625,807.4795,810.982375,0.228967,800.016375,13.5219125,1.227109375,1.206675625,9.93456125,9.684169375,300.0025625,0.900033313,0.099966456,0,2.20580625,0,1729.3925,2548.720625,36.394375,40.58175,38.2066875,39.8240625,36.89825,270.0125,29.991875,0,1743624897,0,1743624917,15:15:17,1743624917,1743624915,61,0.182,-0.001,-4.54,-0.029,800,14,0.49,0.09,-3.6427565,0.084191729,0.037317313,1,0.22943555,-0.00964606,0.001069012,1,2,2,2-Feb,3.13147,2.77815,0.141622,0.141547,0.0683371,0.0676958,32562.2,34894.5,34315.6,36833.8,45178.8,49299.9,53518.7,58832.5,1.98993,2.36378,0.105072,0,23.2705,999.9,35.228,28.439,15.3684,54.454,36.6426,2,-0.158425,-0.586413,20.1655,5.19842,12.004,4.97545,3.2939,9999,999.9,9999,9999,1.86296,1.86783,1.86752,1.86876,1.86964,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.54,-0.029,-2.910809643,-0.003392961,1.56E-06,-1.77E-10,-0.090522032,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.4,1.5,2.13257,2.59644,2.19849,2.64038,2.44507,2.2998,31.4333,14.2283,18,501.735,782.37,24.8003,25.3128,30,25.3198,25.2592,42.6856,-30,-30,24.8015,800,0,97.2952,95.344,NA
62,1743625009,13361.9,20250402 15:16:49,15:16:49,5,ozzie,1264_mai_red,1743625001,0.000182293,0.182292889,3.261080277,995.8803333,302.8844958,27.05679879,88.96240701,0.007813156,2.733356649,0.00780077,0.004876592,49.61573669,25.43703633,25.43703633,3.263475624,38.2328032,1.228435588,3.213040859,2.035040036,-8.039116413,-38.58537415,-2.99518859,-0.003942458,0,0,1,0,47513,299.9992,252.8987396,0.842998047,0.16538623,6,0.5,0: Broadleaf,2,1743625001,995.8803333,1000.0118,13.75159333,13.53583333,1000.531333,13.77859333,499.9612667,89.23046,0.09995856,25.17519333,25.00476,999.9,0,0,9997.961333,0,181.6678,-4.219698667,1009.683333,1013.733333,0.2205442,1000.0118,13.53583333,1.227488,1.207808667,9.939172667,9.698147333,299.9992,0.900052,0.0999477,0,2.293846667,0,1761.706,2548.706,36.8372,41.1208,38.687,40.6996,37.3582,270.0153333,29.98,0,1743625008,0,1743625027,15:17:07,1743625027,1743625027,62,0.09,0.001,-4.651,-0.027,1000,14,0.32,0.14,-4.208162381,-0.078907792,0.061877985,1,0.220714524,-0.00604161,0.001074752,1,2,2,2-Feb,3.13166,2.77806,0.164007,0.163969,0.0683597,0.0677434,31713.9,33984.5,34315.6,36834.3,45180.8,49300.7,53519.4,58833.4,1.9904,2.36408,0.105388,0,23.2669,999.9,35.203,28.45,15.3662,54.264,36.5946,2,-0.15904,-0.511081,20.1656,5.19782,12.004,4.97535,3.2939,9999,999.9,9999,9999,1.86295,1.86783,1.86752,1.86874,1.86963,1.86569,1.86675,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,-4.651,-0.027,-2.728534635,-0.003392961,1.56E-06,-1.77E-10,-0.09189169,-0.024468374,0.002584718,-3.21E-05,3,2317,1,25,1.5,1.6,2.54883,2.59033,2.19849,2.64038,2.44507,2.29736,31.4333,14.2021,18,502.022,782.584,24.6726,25.3102,30,25.3177,25.255,51.002,-30,-30,24.6749,1000,0,97.2961,95.3454,NA
